COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAME,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,Cod_SPro,UNIVERSITY,ACADEMIC_PROGRAM,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,FEP_PRO,G_SC,PERCENTILE,2ND_DECILE,QUARTILE,SEL,SEL_IHE
SB11201420286910,M,Incomplete Secundary,Complete technique or technology,Operator,Operator,Stratum 2,Level 1,Six,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,IE TEC DAMASO ZAPATA,PUBLIC,TECHNICAL/ACADEMIC,72,61,59,65,57,EK201830102220,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-BUCARAMANGA,MECHATRONICS ENGINEERING,96,86,89,81,87,164,186,94,5,4,2,2
SB11201420287062,M,Complete Secundary,Incomplete Secundary,Independent,Independent,Stratum 3,Level 1,Three,,No,No,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INST. EDUC. DEL SOCORRO,PRIVATE,ACADEMIC,66,63,75,70,52,EK201830226162,UNIVERSIDAD TECNOLOGICA DE BOLIVAR-CARTAGENA,MECHANICAL ENGINEERING,93,94,95,74,46,196,180,91,5,4,1,2
SB11201420287335,F,Complete Secundary,Complete Secundary,Retired,Home,Stratum 2,Level 1,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,PUBLIC,TECHNICAL/ACADEMIC,70,61,62,73,63,EK201830038377,UNIVERSIDAD MARIANA-PASTO,CIVIL ENGINEERING,93,66,25,71,17,188,153,61,4,3,2,2
SB11201420289601,F,Complete technique or technology,Complete technique or technology,Technical or professional level employee,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO INTEGRADO JORGE ISAAC,PRIVATE,TECHNICAL/ACADEMIC,60,51,56,52,50,EK201830101439,UNIVERSIDAD SANTO TOMAS-BUCARAMANGA,INDUSTRIAL ENGINEERING,36,3,25,62,0,97,101,2,1,1,2,2
SB11201420289692,M,Complete primary ,Incomplete primary ,Independent,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL MILIT SIMON BOLIVAR,PRIVATE,ACADEMIC,69,63,59,62,55,EK201830109452,UNIVERSIDAD SERGIO ARBOLEDA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,91,68,21,38,84,167,157,67,4,3,2,4
SB11201420291058,M,Complete professional education,Complete professional education,Independent professional,Small entrepreneur ,Stratum 6,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL.  FRANCISCANO AGUSTIN GEMELLI,PRIVATE,ACADEMIC,66,60,65,67,61,EK201830171337,UNIVERSIDAD AUTONOMA DE MANIZALES-MANIZALES,INDUSTRIAL ENGINEERING,96,99,78,81,15,190,176,88,5,4,2,2
SB11201420291780,F,Complete Secundary,Complete professional education,Independent,Technical or professional level employee,Stratum 2,Level 2,Four,,No,No,No,Yes,No,No,No,No,No,No,Between 3 and less than 5 LMMW,No,INSTITUCION EDUCATIVA DEPARTAMENTAL SAGRADO CORAZON DE JESUS,PUBLIC,TECHNICAL/ACADEMIC,55,63,49,59,79,EK201830100179,UNIVERSIDAD SANTO TOMAS-BUCARAMANGA,INDUSTRIAL ENGINEERING,45,85,80,87,37,141,166,78,4,4,4,2
SB11201420292142,M,Complete professional education,Complete professional education,Independent professional,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL FRANCISCO JIMENEZ DE CISNEROS,PRIVATE,ACADEMIC,77,72,69,74,100,EK201830148602,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,CIVIL ENGINEERING,99,93,76,95,80,195,191,96,5,4,4,4
SB11201420292418,M,Complete professional education,Complete professional education,Independent professional,Technical or professional level employee,Stratum 3,Level 2,Four,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA LICEO TAME,PUBLIC,TECHNICAL/ACADEMIC,74,72,87,71,65,EK201830144675,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,CIVIL ENGINEERING,98,85,85,70,40,176,174,87,5,4,4,4
SB11201420292428,F,Complete primary ,Incomplete primary ,Operator,Home,Stratum 2,Level 1,Seven,,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA LICEO TAME,PUBLIC,TECHNICAL/ACADEMIC,64,57,64,69,64,EK201830091600,"FUNDACION UNIVERSIDAD DE BOGOTA""JORGE TADEO LOZANO""-BOGOTÁ D.C.",INDUSTRIAL ENGINEERING,77,89,70,71,86,71,174,86,5,4,1,3
SB11201420293411,M,Complete Secundary,Incomplete primary ,Independent,Home,Stratum 1,Level 1,Eight,,No,No,No,No,No,No,Yes,No,Yes,No,less than 1 LMMW,No,INSTITUCION EDUCATIVA COLEGIO JOSE ANTONIO GALAN,PUBLIC,ACADEMIC,74,55,71,74,49,EK201830024034,UNIVERSIDAD NACIONAL DE COLOMBIA-MANIZALES,ELECTRONIC ENGINEERING,85,67,84,65,65,155,168,81,5,4,1,2
SB11201420295701,F,Complete professional education,Complete professional education,Retired,Independent,Stratum 4,It is not classified by the SISBEN,Five,,No,No,No,Yes,No,No,Yes,No,No,No,Between 3 and less than 5 LMMW,No,COLEGIO BIFFI LA SALLE,PRIVATE,ACADEMIC,79,75,72,72,73,EK201830002446,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,90,99,95,93,91,176,198,98,5,4,3,4
SB11201420295720,M,Complete professional education,Complete professional education,Entrepreneur ,Home,Stratum 6,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO BIFFI LA SALLE,PRIVATE,ACADEMIC,62,57,56,49,53,EK201830040029,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA,MECHANICAL ENGINEERING,57,22,13,30,48,82,131,26,2,2,4,2
SB11201420296354,F,Complete technique or technology,Incomplete primary ,Small entrepreneur ,Small entrepreneur ,Stratum 2,Level 2,Five,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INSTITUTO TECNOLOGICO LOS ANDES,PRIVATE,TECHNICAL,74,65,80,72,75,EK201830002408,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,89,98,100,95,84,193,202,99,5,4,1,4
SB11201420296818,M,Complete professional education,Complete professional education,Retired,Independent,Stratum 5,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,CENT. DE ENSE?ANZA PRECOZ  NUEVO MUNDO,PRIVATE,ACADEMIC,81,60,64,78,100,EK201830089098,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,CHEMICAL ENGINEERING,98,92,65,99,38,158,184,93,5,4,4,4
SB11201420297258,F,Postgraduate education,Postgraduate education,Technical or professional level employee,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Between 5 and less than 7 LMMW,No,COL MADRE MATILDE,PRIVATE,ACADEMIC,67,58,53,59,54,EK201830109562,UNIVERSIDAD SERGIO ARBOLEDA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,55,19,38,48,16,123,134,30,2,2,4,4
SB11201420298223,M,Complete Secundary,Complete Secundary,Independent,Executive,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL SANTA LUISA,PRIVATE,ACADEMIC,67,58,65,66,73,EK201830210727,FUNDACION UNIVERSITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE Bogotá -BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,89,65,92,76,59,164,173,85,5,4,4,2
SB11201420298304,F,Complete Secundary,Complete Secundary,Independent,Operator,Stratum 2,Level 2,Five,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Between 1 and less than 2 LMMW,No,INST ORESTES SINDICI,PRIVATE,ACADEMIC,81,75,83,66,69,EK201830089060,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,CHEMICAL ENGINEERING,98,97,96,83,100,215,219,100,5,4,1,4
SB11201420298702,M,Incomplete Secundary,Complete technique or technology,Operator,Operator,Stratum 2,Level 3,Four,,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,COL COOPERATIVO DE SOPO,PRIVATE,TECHNICAL/ACADEMIC,77,65,67,71,56,EK201830023232,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C.",INDUSTRIAL ENGINEERING,94,70,13,75,61,61,158,69,4,3,3,4
SB11201420299058,M,Complete professional education,Complete professional education,Executive,Executive,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COL SANTO TOMAS DE AQUINO,PRIVATE,ACADEMIC,79,57,75,69,93,EK201830040313,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ELECTRIC ENGINEERING,100,97,97,95,100,209,211,100,5,4,4,4
SB11201420299099,M,Incomplete primary ,Incomplete Professional Education,Independent,Independent,Stratum 5,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,COL SANTO TOMAS DE AQUINO,PRIVATE,ACADEMIC,100,83,75,90,100,EK201830052565,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MECHANICAL ENGINEERING,100,99,99,100,67,176,224,100,5,4,3,4
SB11201420299436,F,Incomplete Secundary,Incomplete Secundary,Other occupation,Other occupation,Stratum 2,Level 2,Five,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,No,INSTITUCION EDUCATIVA DEPARTAMENTAL RICARDO HINESTROSA DAZA,PUBLIC,TECHNICAL/ACADEMIC,56,48,51,58,54,EK201830207638,CORPORACION TECNOLOGICA INDUSTRIAL COLOMBIANA - TEINCO-BOGOTÁ D.C.,MECHATRONICS ENGINEERING,51,29,79,63,1,92,139,38,2,2,1,2
SB11201420299523,M,Complete technique or technology,Complete professional education,Technical or professional level employee,Independent,Stratum 1,Level 2,Four,,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INST EDUC SAN JUAN BAUTISTA DE LA SALLE,PUBLIC,ACADEMIC,72,67,65,82,73,EK201830228044,UNIVERSIDAD TECNOLOGICA DE BOLIVAR-CARTAGENA,CIVIL ENGINEERING,91,88,88,89,52,153,179,90,5,4,1,2
SB11201420299885,F,Not sure,Incomplete Secundary,Other occupation,Independent,Stratum 3,Level 1,Four,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO JULIO GARAVITO ARMERO (IED),PUBLIC,ACADEMIC,58,72,61,69,63,EK201830223868,UNIVERSIDAD EAN-BOGOTÁ D.C.,CHEMICAL ENGINEERING,98,97,98,85,70,189,193,97,5,4,2,3
SB11201420301285,M,Complete technique or technology,Postgraduate education,Entrepreneur ,Executive,Stratum 3,Level 3,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,GIMN MILIT FUERZA AEREA DE COLOMBIA,PRIVATE,ACADEMIC,79,72,73,73,82,EK201830002455,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,100,89,99,94,98,188,205,100,5,4,4,4
SB11201420302895,F,Complete Secundary,Incomplete Secundary,Operator,Operator,Stratum 2,Level 1,Four,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL ISIDRO MOLINA,PRIVATE,ACADEMIC,66,69,59,58,60,EK201830088025,"FUNDACION UNIVERSIDAD DE BOGOTA""JORGE TADEO LOZANO""-BOGOTÁ D.C.",CHEMICAL ENGINEERING,81,61,85,78,93,78,176,88,5,4,2,3
SB11201420303090,M,Complete professional education,Complete professional education,Home,Home,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 5 and less than 7 LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,90,65,77,76,93,EK201830144703,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,CIVIL ENGINEERING,100,90,85,94,33,176,186,94,5,4,4,4
SB11201420303094,M,Complete professional education,Postgraduate education,Independent,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,95,75,75,83,100,EK201830144584,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,CIVIL ENGINEERING,98,99,95,99,98,187,209,100,5,4,4,4
SB11201420303108,F,Postgraduate education,Postgraduate education,Technical or professional level employee,Executive,Stratum 6,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,100,72,75,81,93,EK201830144712,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,CIVIL ENGINEERING,100,86,81,94,100,182,201,99,5,4,4,4
SB11201420303941,F,Incomplete primary ,Incomplete primary ,Independent,Home,Stratum 1,Level 1,Six,,No,No,No,No,Yes,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,"Yes, less than 20 hours per week",COL CARLOS JULIO TORRADO PE¿ARANDA,PUBLIC,TECHNICAL/ACADEMIC,56,52,59,52,45,EK201830201870,UNIVERSIDAD DE PAMPLONA-PAMPLONA,INDUSTRIAL ENGINEERING,19,48,38,39,33,151,134,30,2,2,1,1
SB11201420304825,F,Complete professional education,Complete professional education,Technical or professional level employee,Small entrepreneur ,Stratum 2,Level 2,Four,,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO INTEGRADO DIVINO NI¿O,PUBLIC,TECHNICAL/ACADEMIC,75,55,60,62,55,EK201830082381,UNIVERSIDAD SANTO TOMAS-BUCARAMANGA,INDUSTRIAL ENGINEERING,82,69,83,72,81,180,172,85,5,4,4,2
SB11201420305035,F,Postgraduate education,Postgraduate education,Independent professional,Entrepreneur ,Stratum 6,It is not classified by the SISBEN,Two,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COL DE LA ENSEÑANZA,PRIVATE,ACADEMIC,75,75,75,76,84,EK201830002675,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,87,100,87,91,99,162,200,99,5,4,4,4
SB11201420305270,F,Complete primary ,Complete Secundary,Independent,Home,Stratum 2,Level 2,Four,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL ANDRES ROSILLO,PRIVATE,ACADEMIC,66,75,75,68,62,EK201830223863,UNIVERSIDAD EAN-BOGOTÁ D.C.,CHEMICAL ENGINEERING,89,92,84,65,93,169,182,92,5,4,2,3
SB11201420305391,F,Incomplete Secundary,Complete technique or technology,Other occupation,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO NUEVO CHILE (IED),PUBLIC,ACADEMIC,66,54,62,71,53,EK201830223870,UNIVERSIDAD EAN-BOGOTÁ D.C.,CHEMICAL ENGINEERING,97,86,77,63,86,130,178,90,5,4,2,3
SB11201420306580,M,Complete professional education,Complete professional education,Independent professional,Independent professional,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO AMERICANO DE BARRANQUILLA,PRIVATE,ACADEMIC,43,35,47,49,45,EK201830033166,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA,MECHANICAL ENGINEERING,75,40,1,8,20,123,123,16,1,1,4,2
SB11201420307664,M,Complete Secundary,Not sure,Independent,Other occupation,Stratum 2,Level 2,Four,,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,less than 1 LMMW,No,CENT EDUC DIST MIRAVALLE,PUBLIC,ACADEMIC,55,38,30,43,51,EK201830226086,CORPORACION TECNOLOGICA INDUSTRIAL COLOMBIANA - TEINCO-BOGOTÁ D.C.,MECHATRONICS ENGINEERING,15,12,13,12,37,86,117,9,1,1,2,2
SB11201420307785,M,Complete professional education,Complete technique or technology,Small entrepreneur ,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,LICEO JUAN MANUEL MENDEZ BECHARA,PRIVATE,ACADEMIC,61,70,71,60,60,EK201830055645,UNIVERSIDAD DEL SINÚ 'Elías Bechara Zainúm' - UNISINÚ-MONTERIA,CIVIL ENGINEERING,65,77,65,47,10,148,149,54,3,3,2,2
SB11201420307972,M,Complete professional education,Complete professional education,Technical or professional level employee,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,INST SAN BERNARDO DE LA SALLE,PRIVATE,ACADEMIC,77,65,62,74,61,EK201830088064,"FUNDACION UNIVERSIDAD DE BOGOTA""JORGE TADEO LOZANO""-BOGOTÁ D.C.",CHEMICAL ENGINEERING,99,99,86,70,76,70,189,96,5,4,4,3
SB11201420308084,M,Incomplete primary ,Incomplete Secundary,Executive,Home,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INST SAN BERNARDO DE LA SALLE,PRIVATE,ACADEMIC,69,55,64,67,61,EK201830072646,UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C.,CIVIL ENGINEERING,100,59,48,72,12,156,176,88,5,4,2,2
SB11201420308091,M,Complete professional education,Incomplete Professional Education,Independent professional,Executive,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,INST SAN BERNARDO DE LA SALLE,PRIVATE,ACADEMIC,66,65,60,64,62,EK201830108318,UNIVERSIDAD SERGIO ARBOLEDA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,84,49,42,73,68,170,159,69,4,3,4,4
SB11201420310139,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 1,Level 1,Five,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO SAN ALBERTO MAGNO,PRIVATE,TECHNICAL,61,51,66,64,44,EK201830033170,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA,MECHANICAL ENGINEERING,75,54,69,21,79,136,156,66,4,3,1,2
SB11201420310828,M,Complete Secundary,Complete Secundary,Executive,Executive,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INST DE EDUC ELEMENTAL PREESCOLAR Y SECUNDARIA  INELPRES,PRIVATE,ACADEMIC,65,65,73,63,64,EK201830132139,FUNDACION UNIVERSITARIA LOS LIBERTADORES-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,91,82,97,88,60,178,183,93,5,4,3,2
